time,CO2,controller,scenario,run
29700.0,1042460.06,gap_fuzzy,medium_extended,05
30600.0,981609.3,gap_fuzzy,medium_extended,05
31500.0,952577.9,gap_fuzzy,medium_extended,05
32400.0,976316.5,gap_fuzzy,medium_extended,05
33300.0,1087798.0,gap_fuzzy,medium_extended,05
34200.0,893816.56,gap_fuzzy,medium_extended,05
35100.0,978511.6,gap_fuzzy,medium_extended,05
36000.0,945116.2,gap_fuzzy,medium_extended,05
36900.0,1026873.7,gap_fuzzy,medium_extended,05
37800.0,950904.3,gap_fuzzy,medium_extended,05
38700.0,1058995.5,gap_fuzzy,medium_extended,05
39600.0,816698.2,gap_fuzzy,medium_extended,05
40500.0,960420.44,gap_fuzzy,medium_extended,05
41400.0,1073622.2,gap_fuzzy,medium_extended,05
42300.0,1062164.8,gap_fuzzy,medium_extended,05
0.0,2088.77,gap_fuzzy,medium_extended,06
900.0,858584.25,gap_fuzzy,medium_extended,06
1800.0,1019390.44,gap_fuzzy,medium_extended,06
2700.0,992714.8,gap_fuzzy,medium_extended,06
3600.0,1048057.0,gap_fuzzy,medium_extended,06
4500.0,1048827.8,gap_fuzzy,medium_extended,06
5400.0,1011407.9,gap_fuzzy,medium_extended,06
6300.0,1022267.3,gap_fuzzy,medium_extended,06
7200.0,914808.8,gap_fuzzy,medium_extended,06
8100.0,961088.06,gap_fuzzy,medium_extended,06
9000.0,1030221.5,gap_fuzzy,medium_extended,06
9900.0,987792.4,gap_fuzzy,medium_extended,06
10800.0,1045975.94,gap_fuzzy,medium_extended,06
11700.0,994988.0,gap_fuzzy,medium_extended,06
12600.0,1022212.94,gap_fuzzy,medium_extended,06
13500.0,1146109.0,gap_fuzzy,medium_extended,06
14400.0,982441.7,gap_fuzzy,medium_extended,06
15300.0,909204.94,gap_fuzzy,medium_extended,06
16200.0,849023.0,gap_fuzzy,medium_extended,06
17100.0,957907.1,gap_fuzzy,medium_extended,06
18000.0,1010425.1,gap_fuzzy,medium_extended,06
18900.0,1081771.4,gap_fuzzy,medium_extended,06
19800.0,999116.2,gap_fuzzy,medium_extended,06
20700.0,1148459.8,gap_fuzzy,medium_extended,06
21600.0,956833.44,gap_fuzzy,medium_extended,06
22500.0,948900.5,gap_fuzzy,medium_extended,06
23400.0,1054407.4,gap_fuzzy,medium_extended,06
24300.0,1009780.4,gap_fuzzy,medium_extended,06
25200.0,900115.75,gap_fuzzy,medium_extended,06
26100.0,795465.25,gap_fuzzy,medium_extended,06
27000.0,981491.1,gap_fuzzy,medium_extended,06
27900.0,1009048.1,gap_fuzzy,medium_extended,06
28800.0,1104662.4,gap_fuzzy,medium_extended,06
29700.0,1056157.4,gap_fuzzy,medium_extended,06
30600.0,924510.06,gap_fuzzy,medium_extended,06
31500.0,990913.0,gap_fuzzy,medium_extended,06
32400.0,947431.4,gap_fuzzy,medium_extended,06
33300.0,1072313.1,gap_fuzzy,medium_extended,06
34200.0,1001814.3,gap_fuzzy,medium_extended,06
35100.0,966750.3,gap_fuzzy,medium_extended,06
36000.0,1016986.6,gap_fuzzy,medium_extended,06
36900.0,1001019.75,gap_fuzzy,medium_extended,06
37800.0,980567.5,gap_fuzzy,medium_extended,06
38700.0,1043421.56,gap_fuzzy,medium_extended,06
39600.0,946096.5,gap_fuzzy,medium_extended,06
40500.0,985554.75,gap_fuzzy,medium_extended,06
41400.0,1088564.2,gap_fuzzy,medium_extended,06
42300.0,972227.6,gap_fuzzy,medium_extended,06
0.0,2158.41,gap_fuzzy,medium_extended,07
900.0,924543.7,gap_fuzzy,medium_extended,07
1800.0,1095766.2,gap_fuzzy,medium_extended,07
2700.0,928013.6,gap_fuzzy,medium_extended,07
3600.0,1051633.4,gap_fuzzy,medium_extended,07
4500.0,983345.44,gap_fuzzy,medium_extended,07
5400.0,871202.5,gap_fuzzy,medium_extended,07
6300.0,987643.0,gap_fuzzy,medium_extended,07
7200.0,924608.94,gap_fuzzy,medium_extended,07
8100.0,1040606.94,gap_fuzzy,medium_extended,07
9000.0,1012748.94,gap_fuzzy,medium_extended,07
9900.0,997387.4,gap_fuzzy,medium_extended,07
10800.0,903006.5,gap_fuzzy,medium_extended,07
11700.0,1004264.94,gap_fuzzy,medium_extended,07
12600.0,1175058.4,gap_fuzzy,medium_extended,07
13500.0,1066993.4,gap_fuzzy,medium_extended,07
14400.0,1127857.9,gap_fuzzy,medium_extended,07
15300.0,933516.5,gap_fuzzy,medium_extended,07
16200.0,880256.7,gap_fuzzy,medium_extended,07
17100.0,1050923.6,gap_fuzzy,medium_extended,07
18000.0,911044.8,gap_fuzzy,medium_extended,07
18900.0,959895.44,gap_fuzzy,medium_extended,07
19800.0,1073666.9,gap_fuzzy,medium_extended,07
20700.0,1093217.1,gap_fuzzy,medium_extended,07
21600.0,986889.9,gap_fuzzy,medium_extended,07
22500.0,924368.9,gap_fuzzy,medium_extended,07
23400.0,981888.3,gap_fuzzy,medium_extended,07
24300.0,949610.56,gap_fuzzy,medium_extended,07
25200.0,836183.7,gap_fuzzy,medium_extended,07
26100.0,940948.1,gap_fuzzy,medium_extended,07
27000.0,942380.25,gap_fuzzy,medium_extended,07
27900.0,982381.9,gap_fuzzy,medium_extended,07
28800.0,1074561.5,gap_fuzzy,medium_extended,07
29700.0,905900.7,gap_fuzzy,medium_extended,07
30600.0,987573.8,gap_fuzzy,medium_extended,07
31500.0,956067.06,gap_fuzzy,medium_extended,07
32400.0,900499.7,gap_fuzzy,medium_extended,07
33300.0,1171312.9,gap_fuzzy,medium_extended,07
34200.0,964952.5,gap_fuzzy,medium_extended,07
35100.0,931878.7,gap_fuzzy,medium_extended,07
36000.0,974030.5,gap_fuzzy,medium_extended,07
36900.0,961099.44,gap_fuzzy,medium_extended,07
37800.0,953740.94,gap_fuzzy,medium_extended,07
38700.0,927652.7,gap_fuzzy,medium_extended,07
39600.0,906136.3,gap_fuzzy,medium_extended,07
40500.0,1040409.56,gap_fuzzy,medium_extended,07
41400.0,1164131.8,gap_fuzzy,medium_extended,07
42300.0,929086.94,gap_fuzzy,medium_extended,07
0.0,2230.19,gap_fuzzy,medium_extended,08
900.0,849426.4,gap_fuzzy,medium_extended,08
1800.0,1022745.6,gap_fuzzy,medium_extended,08
2700.0,968652.75,gap_fuzzy,medium_extended,08
3600.0,1119682.0,gap_fuzzy,medium_extended,08
4500.0,1053894.5,gap_fuzzy,medium_extended,08
5400.0,975197.8,gap_fuzzy,medium_extended,08
6300.0,972848.5,gap_fuzzy,medium_extended,08
7200.0,918547.7,gap_fuzzy,medium_extended,08
8100.0,1084641.6,gap_fuzzy,medium_extended,08
9000.0,1161149.4,gap_fuzzy,medium_extended,08
9900.0,1032214.5,gap_fuzzy,medium_extended,08
10800.0,1062521.0,gap_fuzzy,medium_extended,08
11700.0,1021505.75,gap_fuzzy,medium_extended,08
12600.0,1094501.1,gap_fuzzy,medium_extended,08
13500.0,1131819.2,gap_fuzzy,medium_extended,08
14400.0,1094869.8,gap_fuzzy,medium_extended,08
15300.0,979283.9,gap_fuzzy,medium_extended,08
16200.0,931917.7,gap_fuzzy,medium_extended,08
17100.0,992866.3,gap_fuzzy,medium_extended,08
18000.0,1044456.44,gap_fuzzy,medium_extended,08
18900.0,1200359.5,gap_fuzzy,medium_extended,08
19800.0,1007928.06,gap_fuzzy,medium_extended,08
20700.0,1098458.9,gap_fuzzy,medium_extended,08
21600.0,1038291.56,gap_fuzzy,medium_extended,08
22500.0,1007530.9,gap_fuzzy,medium_extended,08
23400.0,1056297.1,gap_fuzzy,medium_extended,08
24300.0,1197914.9,gap_fuzzy,medium_extended,08
25200.0,976134.1,gap_fuzzy,medium_extended,08
26100.0,904625.5,gap_fuzzy,medium_extended,08
27000.0,991285.44,gap_fuzzy,medium_extended,08
27900.0,1028598.0,gap_fuzzy,medium_extended,08
28800.0,1025377.44,gap_fuzzy,medium_extended,08
29700.0,1110869.1,gap_fuzzy,medium_extended,08
30600.0,995759.06,gap_fuzzy,medium_extended,08
31500.0,1088383.0,gap_fuzzy,medium_extended,08
32400.0,887539.8,gap_fuzzy,medium_extended,08
33300.0,1261271.8,gap_fuzzy,medium_extended,08
34200.0,1019089.06,gap_fuzzy,medium_extended,08
35100.0,1031095.3,gap_fuzzy,medium_extended,08
36000.0,931471.25,gap_fuzzy,medium_extended,08
36900.0,1106934.2,gap_fuzzy,medium_extended,08
37800.0,981489.8,gap_fuzzy,medium_extended,08
38700.0,981827.6,gap_fuzzy,medium_extended,08
39600.0,1008150.1,gap_fuzzy,medium_extended,08
40500.0,1012739.2,gap_fuzzy,medium_extended,08
41400.0,1014301.0,gap_fuzzy,medium_extended,08
42300.0,1043593.94,gap_fuzzy,medium_extended,08
0.0,2353.28,gap_fuzzy,medium_extended,09
900.0,952082.7,gap_fuzzy,medium_extended,09
1800.0,1009419.9,gap_fuzzy,medium_extended,09
2700.0,875572.5,gap_fuzzy,medium_extended,09
3600.0,1056325.8,gap_fuzzy,medium_extended,09
4500.0,963191.6,gap_fuzzy,medium_extended,09
5400.0,1054120.4,gap_fuzzy,medium_extended,09
6300.0,1050966.6,gap_fuzzy,medium_extended,09
7200.0,976068.8,gap_fuzzy,medium_extended,09
8100.0,1074512.5,gap_fuzzy,medium_extended,09
9000.0,1094723.1,gap_fuzzy,medium_extended,09
9900.0,1022957.9,gap_fuzzy,medium_extended,09
10800.0,982451.0,gap_fuzzy,medium_extended,09
11700.0,1045015.2,gap_fuzzy,medium_extended,09
12600.0,1205907.1,gap_fuzzy,medium_extended,09
13500.0,1049808.0,gap_fuzzy,medium_extended,09
14400.0,1112386.4,gap_fuzzy,medium_extended,09
15300.0,844750.5,gap_fuzzy,medium_extended,09
16200.0,873291.0,gap_fuzzy,medium_extended,09
17100.0,1006138.75,gap_fuzzy,medium_extended,09
18000.0,1067411.5,gap_fuzzy,medium_extended,09
18900.0,1090685.9,gap_fuzzy,medium_extended,09
19800.0,1052854.4,gap_fuzzy,medium_extended,09
20700.0,1084551.8,gap_fuzzy,medium_extended,09
21600.0,1049316.2,gap_fuzzy,medium_extended,09
22500.0,1029554.25,gap_fuzzy,medium_extended,09
23400.0,951819.7,gap_fuzzy,medium_extended,09
24300.0,1029010.75,gap_fuzzy,medium_extended,09
25200.0,944305.75,gap_fuzzy,medium_extended,09
26100.0,941789.25,gap_fuzzy,medium_extended,09
27000.0,987987.25,gap_fuzzy,medium_extended,09
27900.0,1012984.8,gap_fuzzy,medium_extended,09
28800.0,1033454.56,gap_fuzzy,medium_extended,09
29700.0,1255119.9,gap_fuzzy,medium_extended,09
30600.0,1035286.0,gap_fuzzy,medium_extended,09
31500.0,952241.3,gap_fuzzy,medium_extended,09
32400.0,991351.44,gap_fuzzy,medium_extended,09
33300.0,1198008.8,gap_fuzzy,medium_extended,09
34200.0,1009149.94,gap_fuzzy,medium_extended,09
35100.0,896370.06,gap_fuzzy,medium_extended,09
36000.0,965625.2,gap_fuzzy,medium_extended,09
36900.0,1121585.2,gap_fuzzy,medium_extended,09
37800.0,1022265.0,gap_fuzzy,medium_extended,09
38700.0,1154633.2,gap_fuzzy,medium_extended,09
39600.0,1051475.4,gap_fuzzy,medium_extended,09
40500.0,1013484.75,gap_fuzzy,medium_extended,09
41400.0,1151368.5,gap_fuzzy,medium_extended,09
42300.0,1022000.8,gap_fuzzy,medium_extended,09
0.0,2496.94,gap_fuzzy,medium_extended,10
900.0,987136.75,gap_fuzzy,medium_extended,10
1800.0,948543.8,gap_fuzzy,medium_extended,10
2700.0,954681.25,gap_fuzzy,medium_extended,10
3600.0,1139687.9,gap_fuzzy,medium_extended,10
4500.0,1046369.75,gap_fuzzy,medium_extended,10
5400.0,964246.94,gap_fuzzy,medium_extended,10
6300.0,1017723.2,gap_fuzzy,medium_extended,10
7200.0,828377.0,gap_fuzzy,medium_extended,10
8100.0,1006025.2,gap_fuzzy,medium_extended,10
9000.0,1150680.4,gap_fuzzy,medium_extended,10
9900.0,1075503.5,gap_fuzzy,medium_extended,10
10800.0,916361.44,gap_fuzzy,medium_extended,10
11700.0,1017403.25,gap_fuzzy,medium_extended,10
12600.0,1156410.4,gap_fuzzy,medium_extended,10
13500.0,988041.5,gap_fuzzy,medium_extended,10
14400.0,960396.5,gap_fuzzy,medium_extended,10
15300.0,955782.56,gap_fuzzy,medium_extended,10
16200.0,895252.6,gap_fuzzy,medium_extended,10
17100.0,955941.5,gap_fuzzy,medium_extended,10
18000.0,954260.25,gap_fuzzy,medium_extended,10
18900.0,966661.9,gap_fuzzy,medium_extended,10
19800.0,911752.75,gap_fuzzy,medium_extended,10
20700.0,1052114.8,gap_fuzzy,medium_extended,10
21600.0,1012477.5,gap_fuzzy,medium_extended,10
22500.0,873629.6,gap_fuzzy,medium_extended,10
23400.0,977063.6,gap_fuzzy,medium_extended,10
24300.0,996303.1,gap_fuzzy,medium_extended,10
25200.0,1016003.06,gap_fuzzy,medium_extended,10
26100.0,910237.75,gap_fuzzy,medium_extended,10
27000.0,994208.94,gap_fuzzy,medium_extended,10
27900.0,946004.7,gap_fuzzy,medium_extended,10
28800.0,997453.1,gap_fuzzy,medium_extended,10
29700.0,959483.06,gap_fuzzy,medium_extended,10
30600.0,997440.56,gap_fuzzy,medium_extended,10
31500.0,948664.1,gap_fuzzy,medium_extended,10
32400.0,1066160.5,gap_fuzzy,medium_extended,10
33300.0,1203070.5,gap_fuzzy,medium_extended,10
34200.0,966784.3,gap_fuzzy,medium_extended,10
35100.0,924867.3,gap_fuzzy,medium_extended,10
36000.0,965396.7,gap_fuzzy,medium_extended,10
36900.0,1092005.8,gap_fuzzy,medium_extended,10
37800.0,957157.2,gap_fuzzy,medium_extended,10
38700.0,982115.94,gap_fuzzy,medium_extended,10
39600.0,966138.06,gap_fuzzy,medium_extended,10
40500.0,1064627.0,gap_fuzzy,medium_extended,10
41400.0,946422.25,gap_fuzzy,medium_extended,10
42300.0,979059.94,gap_fuzzy,medium_extended,10
0.0,2090.79,gap_fuzzy,very_high,01
900.0,2626671.2,gap_fuzzy,very_high,01
1800.0,2539719.8,gap_fuzzy,very_high,01
2700.0,2549634.2,gap_fuzzy,very_high,01
3600.0,2647714.5,gap_fuzzy,very_high,01
4500.0,2332896.0,gap_fuzzy,very_high,01
5400.0,2421756.5,gap_fuzzy,very_high,01
6300.0,2550746.8,gap_fuzzy,very_high,01
7200.0,2507332.0,gap_fuzzy,very_high,01
8100.0,2636208.2,gap_fuzzy,very_high,01
9000.0,2322876.2,gap_fuzzy,very_high,01
9900.0,2526484.5,gap_fuzzy,very_high,01
10800.0,2715181.2,gap_fuzzy,very_high,01
11700.0,2865187.0,gap_fuzzy,very_high,01
12600.0,2591844.2,gap_fuzzy,very_high,01
13500.0,2794423.8,gap_fuzzy,very_high,01
0.0,2157.75,gap_fuzzy,very_high,02
900.0,2460477.0,gap_fuzzy,very_high,02
1800.0,2540741.8,gap_fuzzy,very_high,02
2700.0,2483267.2,gap_fuzzy,very_high,02
3600.0,2533729.5,gap_fuzzy,very_high,02
4500.0,2532826.8,gap_fuzzy,very_high,02
5400.0,2532474.8,gap_fuzzy,very_high,02
6300.0,2678005.5,gap_fuzzy,very_high,02
7200.0,2514355.2,gap_fuzzy,very_high,02
8100.0,2533317.5,gap_fuzzy,very_high,02
9000.0,2502830.5,gap_fuzzy,very_high,02
9900.0,2584652.5,gap_fuzzy,very_high,02
10800.0,2627109.5,gap_fuzzy,very_high,02
11700.0,2671672.2,gap_fuzzy,very_high,02
12600.0,2458515.5,gap_fuzzy,very_high,02
13500.0,2844398.2,gap_fuzzy,very_high,02
0.0,2142.05,gap_fuzzy,very_high,03
900.0,2423433.2,gap_fuzzy,very_high,03
1800.0,2496309.0,gap_fuzzy,very_high,03
2700.0,2526481.8,gap_fuzzy,very_high,03
3600.0,2577061.8,gap_fuzzy,very_high,03
4500.0,2452401.0,gap_fuzzy,very_high,03
5400.0,2554715.0,gap_fuzzy,very_high,03
6300.0,2854636.0,gap_fuzzy,very_high,03
7200.0,2700259.0,gap_fuzzy,very_high,03
8100.0,2849836.8,gap_fuzzy,very_high,03
9000.0,2561048.0,gap_fuzzy,very_high,03
9900.0,2650864.5,gap_fuzzy,very_high,03
10800.0,2846268.2,gap_fuzzy,very_high,03
11700.0,2757192.2,gap_fuzzy,very_high,03
12600.0,2685756.0,gap_fuzzy,very_high,03
13500.0,2811532.5,gap_fuzzy,very_high,03
0.0,2163.79,gap_fuzzy,very_high,04
900.0,2264923.0,gap_fuzzy,very_high,04
1800.0,2484584.0,gap_fuzzy,very_high,04
2700.0,2618888.5,gap_fuzzy,very_high,04
3600.0,2528059.0,gap_fuzzy,very_high,04
4500.0,2638198.2,gap_fuzzy,very_high,04
5400.0,2465355.0,gap_fuzzy,very_high,04
6300.0,2791853.2,gap_fuzzy,very_high,04
7200.0,2642973.8,gap_fuzzy,very_high,04
8100.0,2706993.2,gap_fuzzy,very_high,04
9000.0,2712178.0,gap_fuzzy,very_high,04
9900.0,2534029.5,gap_fuzzy,very_high,04
10800.0,2801891.0,gap_fuzzy,very_high,04
11700.0,2747341.8,gap_fuzzy,very_high,04
12600.0,2662418.0,gap_fuzzy,very_high,04
13500.0,2812587.0,gap_fuzzy,very_high,04
0.0,2132.65,gap_fuzzy,very_high,05
900.0,2372879.8,gap_fuzzy,very_high,05
1800.0,2609571.2,gap_fuzzy,very_high,05
2700.0,2541833.5,gap_fuzzy,very_high,05
3600.0,2678975.8,gap_fuzzy,very_high,05
4500.0,2593421.5,gap_fuzzy,very_high,05
5400.0,2395661.2,gap_fuzzy,very_high,05
6300.0,2789018.8,gap_fuzzy,very_high,05
7200.0,2609900.2,gap_fuzzy,very_high,05
8100.0,2511399.8,gap_fuzzy,very_high,05
9000.0,2632784.0,gap_fuzzy,very_high,05
9900.0,2544283.2,gap_fuzzy,very_high,05
10800.0,2514293.8,gap_fuzzy,very_high,05
11700.0,2796182.0,gap_fuzzy,very_high,05
12600.0,2488688.2,gap_fuzzy,very_high,05
13500.0,2619517.8,gap_fuzzy,very_high,05
0.0,2088.77,gap_fuzzy,very_high,06
900.0,2408101.8,gap_fuzzy,very_high,06
1800.0,2633980.8,gap_fuzzy,very_high,06
2700.0,2583616.0,gap_fuzzy,very_high,06
3600.0,2590655.0,gap_fuzzy,very_high,06
4500.0,2406275.5,gap_fuzzy,very_high,06
5400.0,2607840.2,gap_fuzzy,very_high,06
6300.0,2603104.2,gap_fuzzy,very_high,06
7200.0,2461367.2,gap_fuzzy,very_high,06
8100.0,2715381.8,gap_fuzzy,very_high,06
9000.0,2576946.2,gap_fuzzy,very_high,06
9900.0,2392893.5,gap_fuzzy,very_high,06
10800.0,2751673.8,gap_fuzzy,very_high,06
11700.0,2562446.8,gap_fuzzy,very_high,06
12600.0,2564613.5,gap_fuzzy,very_high,06
13500.0,2520658.5,gap_fuzzy,very_high,06
0.0,2158.41,gap_fuzzy,very_high,07
900.0,2395547.8,gap_fuzzy,very_high,07
1800.0,2571064.5,gap_fuzzy,very_high,07
2700.0,2539496.0,gap_fuzzy,very_high,07
3600.0,2601036.5,gap_fuzzy,very_high,07
4500.0,2516681.8,gap_fuzzy,very_high,07
5400.0,2428081.2,gap_fuzzy,very_high,07
6300.0,2657123.5,gap_fuzzy,very_high,07
7200.0,2697376.2,gap_fuzzy,very_high,07
8100.0,2640495.8,gap_fuzzy,very_high,07
9000.0,2670302.8,gap_fuzzy,very_high,07
9900.0,2652283.2,gap_fuzzy,very_high,07
10800.0,2600729.5,gap_fuzzy,very_high,07
11700.0,2823135.5,gap_fuzzy,very_high,07
12600.0,2627826.8,gap_fuzzy,very_high,07
13500.0,2739840.8,gap_fuzzy,very_high,07
0.0,2230.19,gap_fuzzy,very_high,08
900.0,2391966.5,gap_fuzzy,very_high,08
1800.0,2578453.8,gap_fuzzy,very_high,08
2700.0,2436801.8,gap_fuzzy,very_high,08
3600.0,2687965.2,gap_fuzzy,very_high,08
4500.0,2559267.8,gap_fuzzy,very_high,08
5400.0,2388051.2,gap_fuzzy,very_high,08
6300.0,2836265.8,gap_fuzzy,very_high,08
7200.0,2934350.0,gap_fuzzy,very_high,08
8100.0,2923468.8,gap_fuzzy,very_high,08
9000.0,2679364.5,gap_fuzzy,very_high,08
9900.0,2725590.8,gap_fuzzy,very_high,08
10800.0,2774676.2,gap_fuzzy,very_high,08
11700.0,2810333.8,gap_fuzzy,very_high,08
12600.0,2832933.8,gap_fuzzy,very_high,08
13500.0,2763472.5,gap_fuzzy,very_high,08
0.0,2353.28,gap_fuzzy,very_high,09
900.0,2369136.8,gap_fuzzy,very_high,09
1800.0,2795219.0,gap_fuzzy,very_high,09
2700.0,2661277.0,gap_fuzzy,very_high,09
3600.0,2568925.0,gap_fuzzy,very_high,09
4500.0,2490206.5,gap_fuzzy,very_high,09
5400.0,2517172.8,gap_fuzzy,very_high,09
6300.0,2803770.5,gap_fuzzy,very_high,09
7200.0,2726028.8,gap_fuzzy,very_high,09
8100.0,2740552.8,gap_fuzzy,very_high,09
9000.0,2790211.5,gap_fuzzy,very_high,09
9900.0,2753196.0,gap_fuzzy,very_high,09
10800.0,2480075.5,gap_fuzzy,very_high,09
11700.0,2871383.2,gap_fuzzy,very_high,09
12600.0,2528822.2,gap_fuzzy,very_high,09
13500.0,2535611.8,gap_fuzzy,very_high,09
0.0,2496.94,gap_fuzzy,very_high,10
900.0,2424513.0,gap_fuzzy,very_high,10
1800.0,2537489.0,gap_fuzzy,very_high,10
2700.0,2502154.0,gap_fuzzy,very_high,10
3600.0,2494052.0,gap_fuzzy,very_high,10
4500.0,2539553.5,gap_fuzzy,very_high,10
5400.0,2458561.0,gap_fuzzy,very_high,10
6300.0,2617711.0,gap_fuzzy,very_high,10
7200.0,2676320.0,gap_fuzzy,very_high,10
8100.0,2785898.8,gap_fuzzy,very_high,10
9000.0,2498180.5,gap_fuzzy,very_high,10
9900.0,2422220.2,gap_fuzzy,very_high,10
10800.0,2451012.5,gap_fuzzy,very_high,10
11700.0,2543577.2,gap_fuzzy,very_high,10
12600.0,2512128.2,gap_fuzzy,very_high,10
13500.0,2683925.5,gap_fuzzy,very_high,10
0.0,2090.79,static,high,01
900.0,2061357.2,static,high,01
1800.0,2152080.8,static,high,01
2700.0,2316742.2,static,high,01
3600.0,2323072.2,static,high,01
4500.0,2173804.8,static,high,01
5400.0,2393987.2,static,high,01
6300.0,2248910.5,static,high,01
7200.0,2202787.0,static,high,01
8100.0,2266060.0,static,high,01
9000.0,2183049.5,static,high,01
9900.0,2204575.0,static,high,01
10800.0,2340085.0,static,high,01
11700.0,2139211.2,static,high,01
12600.0,2069566.1,static,high,01
13500.0,2337206.8,static,high,01
0.0,2157.75,static,high,02
900.0,2118003.0,static,high,02
1800.0,2182307.2,static,high,02
2700.0,2249439.2,static,high,02
3600.0,2210799.0,static,high,02
4500.0,2291874.5,static,high,02
5400.0,2240054.8,static,high,02
6300.0,2147882.2,static,high,02
7200.0,2193765.5,static,high,02
8100.0,2221639.8,static,high,02
9000.0,2076423.4,static,high,02
9900.0,2272666.0,static,high,02
10800.0,2222296.2,static,high,02
11700.0,2271429.0,static,high,02
12600.0,2033687.8,static,high,02
13500.0,2198514.8,static,high,02
0.0,2142.05,static,high,03
900.0,2228660.2,static,high,03
1800.0,2119454.2,static,high,03
2700.0,2252685.8,static,high,03
3600.0,2197251.0,static,high,03
4500.0,2128899.5,static,high,03
5400.0,2441038.5,static,high,03
6300.0,2267931.0,static,high,03
7200.0,2145171.5,static,high,03
8100.0,2253763.2,static,high,03
9000.0,2195007.5,static,high,03
9900.0,2147199.0,static,high,03
10800.0,2262890.2,static,high,03
11700.0,2163361.8,static,high,03
12600.0,2218756.0,static,high,03
13500.0,2203252.5,static,high,03
0.0,2163.79,static,high,04
900.0,2147014.8,static,high,04
1800.0,2121954.2,static,high,04
2700.0,2241997.8,static,high,04
3600.0,2138896.8,static,high,04
4500.0,2144463.0,static,high,04
5400.0,2353862.5,static,high,04
6300.0,2121007.2,static,high,04
7200.0,2197810.2,static,high,04
8100.0,2371134.5,static,high,04
9000.0,2304889.2,static,high,04
9900.0,2311750.8,static,high,04
10800.0,2315035.2,static,high,04
11700.0,2133788.8,static,high,04
12600.0,2173388.5,static,high,04
13500.0,2272934.5,static,high,04
0.0,2132.65,static,high,05
900.0,2178217.0,static,high,05
1800.0,2176493.5,static,high,05
2700.0,2312912.5,static,high,05
3600.0,2291714.0,static,high,05
4500.0,2265177.8,static,high,05
5400.0,2374217.0,static,high,05
6300.0,2219245.0,static,high,05
7200.0,2103533.8,static,high,05
8100.0,2198722.8,static,high,05
9000.0,2321236.2,static,high,05
9900.0,2169469.0,static,high,05
10800.0,2333729.0,static,high,05
11700.0,2162053.2,static,high,05
12600.0,2133870.8,static,high,05
13500.0,2273511.2,static,high,05
0.0,2088.77,static,high,06
900.0,2289649.2,static,high,06
1800.0,2174757.5,static,high,06
2700.0,2251968.8,static,high,06
3600.0,2202584.8,static,high,06
4500.0,2216743.2,static,high,06
5400.0,2324363.0,static,high,06
6300.0,2090635.4,static,high,06
7200.0,2154780.8,static,high,06
8100.0,2262051.8,static,high,06
9000.0,2225584.0,static,high,06
9900.0,2299584.0,static,high,06
10800.0,2228892.5,static,high,06
11700.0,2129136.5,static,high,06
12600.0,2143872.0,static,high,06
13500.0,2220489.0,static,high,06
0.0,2158.41,static,high,07
900.0,2132652.2,static,high,07
1800.0,2173063.8,static,high,07
2700.0,2204288.5,static,high,07
3600.0,2217684.5,static,high,07
4500.0,2223892.2,static,high,07
5400.0,2290349.8,static,high,07
6300.0,2228614.5,static,high,07
7200.0,2185615.8,static,high,07
8100.0,2281028.2,static,high,07
9000.0,2219811.0,static,high,07
9900.0,2146888.5,static,high,07
10800.0,2253331.0,static,high,07
11700.0,2106947.0,static,high,07
12600.0,2240928.0,static,high,07
13500.0,2353657.8,static,high,07
0.0,2230.19,static,high,08
900.0,2095087.9,static,high,08
1800.0,2101213.8,static,high,08
2700.0,2204300.5,static,high,08
3600.0,2183700.0,static,high,08
4500.0,2173848.8,static,high,08
5400.0,2347570.0,static,high,08
6300.0,2198262.2,static,high,08
7200.0,2152892.0,static,high,08
8100.0,2304253.8,static,high,08
9000.0,2146746.2,static,high,08
9900.0,2173953.2,static,high,08
10800.0,2339304.0,static,high,08
11700.0,2133362.5,static,high,08
12600.0,2028349.5,static,high,08
13500.0,2314969.5,static,high,08
0.0,2353.28,static,high,09
900.0,2131076.8,static,high,09
1800.0,2141956.5,static,high,09
2700.0,2239230.2,static,high,09
3600.0,2322477.0,static,high,09
4500.0,2248922.5,static,high,09
5400.0,2320767.0,static,high,09
6300.0,2227056.8,static,high,09
7200.0,2205039.2,static,high,09
8100.0,2231596.0,static,high,09
9000.0,2286966.5,static,high,09
9900.0,2197340.2,static,high,09
10800.0,2324933.2,static,high,09
11700.0,2173236.0,static,high,09
12600.0,2309337.0,static,high,09
13500.0,2346046.8,static,high,09
0.0,2496.94,static,high,10
900.0,2073769.5,static,high,10
1800.0,2186509.8,static,high,10
2700.0,2347565.5,static,high,10
3600.0,2254238.8,static,high,10
4500.0,2125862.8,static,high,10
5400.0,2289105.0,static,high,10
6300.0,2186832.5,static,high,10
7200.0,2092511.6,static,high,10
8100.0,2245377.8,static,high,10
9000.0,2240889.8,static,high,10
9900.0,2189820.5,static,high,10
10800.0,2349089.0,static,high,10
11700.0,2162820.5,static,high,10
12600.0,2109463.2,static,high,10
13500.0,2259598.5,static,high,10
0.0,2090.79,static,low,01
900.0,534314.8,static,low,01
1800.0,644477.2,static,low,01
2700.0,619098.75,static,low,01
3600.0,674319.56,static,low,01
4500.0,692562.1,static,low,01
5400.0,762758.5,static,low,01
6300.0,648911.0,static,low,01
7200.0,695869.4,static,low,01
8100.0,642515.25,static,low,01
