avg_wait,avg_duration,avg_speed,vehicles,inserted,ended,teleports,sim_time,controller,scenario,seed
91.63044524669074,568.6634175691937,10.500939043929028,8310,8310,8310,0,14399.0,actuated,medium,02
91.55325799471026,567.5819908631883,10.512726135153516,8318,8318,8318,0,14396.0,actuated,medium,05
90.63288856833753,566.3062868133189,10.530211037299976,8319,8319,8319,0,14396.0,actuated,medium,07
91.14858518964479,566.4568332329922,10.527276415863373,8305,8305,8305,0,14398.0,actuated,medium,04
92.20182714268542,568.117562206996,10.511053905849213,8319,8319,8319,0,14399.0,actuated,medium,08
74.56747774480712,546.7912957467854,10.956362549288734,25275,25275,25275,0,43192.0,gap_fuzzy,medium_extended,10
76.76687918267136,550.0946818199818,10.944678318284195,25253,25253,25253,0,43196.0,gap_fuzzy,medium_extended,09
80.195105532016,553.6115709024671,10.903908848781457,25253,25253,25253,0,43194.0,gap_fuzzy,medium_extended,08
75.0083897265424,547.1905101112035,10.95538716578714,25269,25269,25269,0,43199.0,gap_fuzzy,medium_extended,07
76.02699600205834,548.2078533824169,10.950397417104984,25263,25263,25263,0,43199.0,gap_fuzzy,medium_extended,06
74.81988290212833,547.2320990584698,10.955893320698063,25278,25278,25278,0,43199.0,gap_fuzzy,medium_extended,05
74.43674245425018,546.8012358393408,10.959202746231929,25246,25246,25246,0,43199.0,gap_fuzzy,medium_extended,04
75.16455846782188,547.8302866886078,10.944868114360128,25219,25219,25219,0,43199.0,gap_fuzzy,medium_extended,03
73.50207780899989,545.6483159852772,10.971579549272773,25267,25267,25267,0,43196.0,gap_fuzzy,medium_extended,02
75.27898880405111,547.330181588005,10.949894482140126,25277,25277,25277,0,43198.0,gap_fuzzy,medium_extended,01
282.8480114312932,768.1261252679209,8.572523571438506,20995,20995,20995,0,43199.0,static,medium_extended,01
276.66826303186593,762.7208509854485,8.592541103951051,21716,21716,21716,0,43196.0,static,medium_extended,03
275.233552783021,761.142672989273,8.593719439402285,21721,21721,21721,0,43194.0,static,medium_extended,05
274.8821709006928,760.3926558891455,8.600667869327214,21650,21650,21650,0,43198.0,static,medium_extended,07
275.8870449172577,760.5864775413712,8.597674102329043,21150,21150,21150,0,43197.0,static,medium_extended,09
91.2620552574041,569.1866825680779,10.521058225613062,25155,25155,25155,0,43197.0,actuated,medium_extended,01
91.8301326470006,568.5306671946149,10.488339674012567,25255,25255,25255,0,43198.0,actuated,medium_extended,03
92.639648205372,569.774423579748,10.471911126472294,25242,25242,25242,0,43199.0,actuated,medium_extended,05
92.71491822895892,570.1480654168329,10.497088116668795,25070,25070,25070,0,43199.0,actuated,medium_extended,02
275.8427681473456,761.6138497652582,8.575448533962017,22152,22152,22152,0,43197.0,static,medium_extended,10
92.86622563777532,569.5266201869752,10.487729219673623,25244,25244,25244,0,43199.0,actuated,medium_extended,07
92.28758014723344,568.7345444470831,10.492987881226211,25266,25266,25266,0,43199.0,actuated,medium_extended,09
272.4085990615723,758.0094321555109,8.605041452233701,20886,20886,20886,0,43195.0,static,medium_extended,08
276.1422260289411,761.8316278231077,8.574815874545404,22183,22183,22183,0,43196.0,static,medium_extended,02
275.66878267363705,761.1052091112771,8.594958723936823,21424,21424,21424,0,43192.0,static,medium_extended,06
277.3138643333935,762.8307324553491,8.55484976212969,22172,22172,22172,0,43199.0,static,medium_extended,04
92.70587536622061,569.0400269221633,10.48884903114936,25258,25258,25258,0,43197.0,actuated,medium_extended,06
91.75584621482362,568.4730083234246,10.48859811850701,25230,25230,25230,0,43199.0,actuated,medium_extended,04
98.24071553567957,580.312852420766,10.374312870168353,15429,15429,15429,0,14399.0,actuated,high,03
93.03859857482185,569.8788994457641,10.467590513863625,25260,25260,25260,0,43195.0,actuated,medium_extended,10
91.67746278112132,568.2853975293,10.495776930278527,25256,25256,25256,0,43199.0,actuated,medium_extended,08
98.33597248361347,580.2539425011357,10.406740907200112,15409,15409,15409,0,14398.0,actuated,high,01
98.6418133402611,581.21543157758,10.384511201165383,15397,15397,15397,0,14399.0,actuated,high,02
99.11654135338345,581.4256546538761,10.378659942815691,15428,15428,15428,0,14399.0,actuated,high,04
97.07594116503596,578.832501781896,10.421264854654819,15433,15433,15433,0,14399.0,actuated,high,05
100.15129916412882,582.3257953735501,10.373003112126586,15433,15433,15433,0,14398.0,actuated,high,06
100.13511753597707,583.3401054893534,10.378654069859605,15357,15357,15357,0,14399.0,actuated,high,07
99.23376201610807,581.1207456482203,10.389395535822961,15396,15396,15396,0,14396.0,actuated,high,08
98.49685779073535,579.9228377065111,10.382126428828608,15435,15435,15435,0,14399.0,actuated,high,09
99.28039380788911,581.1183366798368,10.380732687318424,15439,15439,15439,0,14399.0,actuated,high,10
276.6322090930433,770.8045230456217,8.596365520989412,12779,12779,12779,0,14399.0,static,high,10
272.6960458097965,765.924707885166,8.61495520501605,12923,12923,12923,0,14398.0,static,high,01
267.2467348544453,761.0487018095987,8.654264177356946,12710,12710,12710,0,14399.0,static,high,03
276.3202989771833,769.5807238394965,8.607929888148947,12710,12710,12710,0,14399.0,static,high,04
269.0716116504854,763.3598446601942,8.64309094525441,12875,12875,12875,0,14394.0,static,high,06
271.9776096355775,766.3083693638048,8.609378692214406,12952,12952,12952,0,14396.0,static,high,08
269.9816676980198,763.2982673267327,8.638312589713927,12928,12928,12928,0,14399.0,static,high,05
277.06570302233905,770.4587616912731,8.586238998219002,12937,12937,12937,0,14399.0,static,high,09
273.7375431276579,767.3893926021022,8.626206884973458,12463,12463,12463,0,14399.0,static,high,02
271.17099083840174,764.5129725152052,8.614105305351769,12989,12989,12989,0,14399.0,static,high,07
99.91350649350649,581.4787012987013,10.617558900671044,15400,15400,15400,0,14399.0,gap_fuzzy,high,01
103.68072953852145,586.1454533653534,10.57995074062572,15407,15407,15407,0,14399.0,gap_fuzzy,high,02
94.69271307742355,576.5316200390371,10.645904252268158,15370,15370,15370,0,14399.0,gap_fuzzy,high,03
92.46841284284415,573.9270115689588,10.673554666938983,15386,15386,15386,0,14398.0,gap_fuzzy,high,04
95.72535760728219,577.8620936280885,10.621395171712653,15380,15380,15380,0,14398.0,gap_fuzzy,high,05
94.82359805510535,576.789886547812,10.628879158633524,15425,15425,15425,0,14398.0,gap_fuzzy,high,06
94.26538286974,575.0220449977306,10.619706769333531,15423,15423,15423,0,14399.0,gap_fuzzy,high,07
94.17816390041494,575.2007909751037,10.614900837704173,15424,15424,15424,0,14398.0,gap_fuzzy,high,08
98.61379131225245,580.1072657619635,10.585925609866782,15401,15401,15401,0,14398.0,gap_fuzzy,high,09
95.98522904737116,578.510866736075,10.604044047854098,15368,15368,15368,0,14399.0,gap_fuzzy,high,10
101.21598805785761,584.2308127863283,10.492192756690567,19427,19427,19427,0,14398.0,gap_fuzzy,very_high,02
106.33013347022587,591.4921971252567,10.445502247266703,19480,19480,19480,0,14399.0,gap_fuzzy,very_high,01
102.69795582101848,586.7783842232635,10.493792028852367,19421,19421,19421,0,14399.0,gap_fuzzy,very_high,07
101.69274230828496,585.0732446453336,10.499863213979854,19469,19469,19469,0,14399.0,gap_fuzzy,very_high,06
101.83050324174128,586.3457342801277,10.483989642538495,19434,19434,19434,0,14399.0,gap_fuzzy,very_high,09
103.82014388489209,588.5014902363823,10.465217799925172,19460,19460,19460,0,14399.0,gap_fuzzy,very_high,05
104.48379462907707,590.1953904722708,10.46308614076935,19438,19438,19438,0,14399.0,gap_fuzzy,very_high,04
100.61971466969916,586.2699782900858,10.502597987223309,19346,19346,19346,0,14399.0,gap_fuzzy,very_high,08
102.84848328784055,588.0675181541948,10.467892022783765,19417,19417,19417,0,14398.0,gap_fuzzy,very_high,03
101.18538315259289,585.4236521560364,10.492505380469138,19457,19457,19457,0,14399.0,gap_fuzzy,very_high,10
267.71192604006166,763.4281047765794,8.627284649990022,16225,16225,16225,0,14398.0,static,very_high,01
272.31832676796097,768.9456012005252,8.613379046209229,15993,15993,15993,0,14399.0,static,very_high,02
267.6861403079931,763.0993644585676,8.626268788541077,16364,16364,16364,0,14398.0,static,very_high,07
265.61538461538464,761.9697008194119,8.641548157841594,15743,15743,15743,0,14397.0,static,very_high,10
268.89204545454544,765.6102904040404,8.622680066541488,15840,15840,15840,0,14398.0,static,very_high,05
271.20134021886145,767.2576540022133,8.594187023084086,16266,16266,16266,0,14399.0,static,very_high,06
272.1587008673187,768.5554530356154,8.600327207658895,16257,16257,16257,0,14399.0,static,very_high,09
102.55439298353593,587.0390316458943,10.321005055236926,19497,19497,19497,0,14399.0,actuated,very_high,01
271.4580732035745,767.4786387562738,8.592376732524382,16338,16338,16338,0,14399.0,static,very_high,04
99.18389268643676,582.9277894845043,10.380967861440498,19457,19457,19457,0,14398.0,actuated,very_high,07
274.25845079206687,771.733690906823,8.580051573230465,16034,16034,16034,0,14396.0,static,very_high,03
100.56166778057684,584.8601100200503,10.353551407055146,19451,19451,19451,0,14397.0,actuated,very_high,10
102.51613729508196,586.6762295081967,10.322348420637455,19520,19520,19520,0,14399.0,actuated,very_high,02
269.66550782220014,766.5583560963496,8.609415918804816,16108,16108,16108,0,14399.0,static,very_high,08
99.05333882510426,583.8255676260104,10.382726896324911,19423,19423,19423,0,14397.0,actuated,very_high,05
100.96100493218249,584.943536785861,10.357328482042515,19464,19464,19464,0,14399.0,actuated,very_high,06
103.22190305206463,587.2191331110541,10.318682547159383,19495,19495,19495,0,14399.0,actuated,very_high,09
100.35560355912153,584.2108213753022,10.363050784794641,19443,19443,19443,0,14399.0,actuated,very_high,04
102.23841604525585,586.9552069940859,10.31720118239469,19445,19445,19445,0,14399.0,actuated,very_high,03
101.16797576877663,585.4375481287541,10.328932252763293,19479,19479,19479,0,14399.0,actuated,very_high,08
